Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,CrdR/90,CrdY/90,PrgR/90,PrgC/90,PrgP/90
Diego Carlos,BRA,DF,Aston Villa,31.0,1993.0,24,17,1546,17.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,0.0,0.23,0.06,0.23,3.2
Cesare Casadei,ITA,FW,Chelsea,21.0,2003.0,7,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,4.0,0.0,2.0
Casemiro,BRA,MF,Manchester Utd,32.0,1992.0,21,20,1622,18.0,0.06,0.11,0.17,0.06,0.17,0.18,0.05,0.23,0.18,0.23,0.0,0.28,1.94,0.56,5.44
Matty Cash,POL,DF,Aston Villa,26.0,1997.0,28,23,2077,23.1,0.09,0.09,0.17,0.09,0.17,0.18,0.1,0.28,0.18,0.28,0.0,0.3,4.03,2.6,3.77
Timothy Castagne,BEL,DF,Fulham,28.0,1995.0,31,27,2453,27.3,0.04,0.11,0.15,0.04,0.15,0.06,0.07,0.13,0.06,0.13,0.0,0.11,3.99,1.65,2.75
Jonny Castro,ESP,MF,Wolves,30.0,1994.0,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevoh Chalobah,ENG,DF,Chelsea,24.0,1999.0,8,5,510,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.18,1.23,0.53,3.51
Calum Chambers,ENG,DF,Aston Villa,29.0,1995.0,2,0,73,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,2.5
Youssef Chermiti,POR,FW,Everton,19.0,2004.0,15,1,169,1.9,0.0,0.0,0.0,0.0,0.0,0.3,0.32,0.62,0.3,0.62,0.0,1.58,7.37,1.05,2.63
Ben Chilwell,ENG,DF,Chelsea,27.0,1996.0,13,9,756,8.4,0.0,0.12,0.12,0.0,0.12,0.14,0.26,0.41,0.14,0.41,0.0,0.6,7.02,2.62,2.98
Tawanda Chirewa,ENG,MF,Wolves,20.0,2003.0,7,1,141,1.6,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,0.0,0.62,5.0,0.62,4.38
Leon Chiwome,ENG,FW,Wolves,18.0,2006.0,3,2,174,1.9,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,3.68,0.53,1.05
Tahith Chong,NED,MF,Luton Town,24.0,1999.0,30,17,1716,19.1,0.21,0.0,0.21,0.21,0.21,0.14,0.02,0.16,0.14,0.16,0.0,0.16,4.55,2.3,3.4
Ryan Christie,SCO,MF,Bournemouth,29.0,1995.0,34,32,2648,29.4,0.0,0.17,0.17,0.0,0.17,0.07,0.18,0.24,0.07,0.24,0.0,0.17,2.52,1.94,5.27
Carney Chukwuemeka,ENG,MF,Chelsea,20.0,2003.0,9,2,227,2.5,0.4,0.4,0.79,0.4,0.79,0.06,0.13,0.19,0.06,0.19,0.0,0.8,7.6,1.6,4.8
Bobby Clark,ENG,MF,Liverpool,19.0,2005.0,5,1,89,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.0,0.0,7.0,3.0,3.0
Jordan Clark,ENG,MF,Luton Town,30.0,1993.0,21,13,1183,13.1,0.08,0.08,0.15,0.08,0.15,0.07,0.08,0.15,0.07,0.15,0.0,0.23,2.75,1.3,3.51
Nathaniel Clyne,ENG,DF,Crystal Palace,33.0,1991.0,16,11,1081,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,1.42,0.75,2.42
Séamus Coleman,IRL,DF,Everton,35.0,1988.0,9,5,461,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,2.16,0.98,3.33
Nathan Collins,IRL,DF,Brentford,23.0,2001.0,30,27,2472,27.5,0.04,0.04,0.07,0.04,0.07,0.06,0.07,0.13,0.06,0.13,0.0,0.11,0.62,0.4,3.27
Levi Colwill,ENG,DF,Chelsea,21.0,2003.0,23,20,1797,20.0,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,0.0,0.1,1.35,1.15,3.65
Lewis Cook,ENG,MF,Bournemouth,27.0,1997.0,30,29,2516,28.0,0.0,0.11,0.11,0.0,0.11,0.01,0.13,0.14,0.01,0.14,0.04,0.18,0.46,0.68,4.68
Jack Cork,ENG,MF,Burnley,34.0,1989.0,3,0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0
Maxwel Cornet,CIV,MF,West Ham,27.0,1996.0,7,1,112,1.2,0.8,0.0,0.8,0.8,0.8,0.32,0.13,0.46,0.32,0.46,0.0,0.0,6.67,2.5,1.67
Vladimír Coufal,CZE,DF,West Ham,31.0,1992.0,33,33,2862,31.8,0.0,0.22,0.22,0.0,0.22,0.01,0.1,0.11,0.01,0.11,0.03,0.22,3.71,1.95,3.49
Philippe Coutinho,BRA,MF,Aston Villa,31.0,1992.0,2,0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,0.0,0.0,6.67,16.67,16.67
Aaron Cresswell,ENG,DF,West Ham,34.0,1989.0,8,3,324,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.28,1.39,0.83,6.11
Marc Cucurella,ESP,DF,Chelsea,25.0,1998.0,16,15,1332,14.8,0.0,0.07,0.07,0.0,0.07,0.08,0.07,0.14,0.08,0.14,0.0,0.54,4.12,1.62,2.64
Josh Cullen,IRL,MF,Burnley,28.0,1996.0,22,20,1798,20.0,0.05,0.15,0.2,0.05,0.2,0.02,0.09,0.1,0.02,0.1,0.0,0.4,0.9,1.05,5.2
Matheus Cunha,BRA,FW,Wolves,24.0,1999.0,29,26,2198,24.4,0.45,0.29,0.74,0.41,0.7,0.36,0.13,0.49,0.33,0.46,0.0,0.33,5.0,4.06,2.99
Mahmoud Dahoud,GER,MF,Brighton,28.0,1996.0,9,6,452,5.0,0.0,0.2,0.2,0.0,0.2,0.04,0.18,0.22,0.04,0.22,0.2,0.2,1.2,0.8,2.2
Ameen Al-Dakhil,BEL,DF,Burnley,22.0,2002.0,13,12,1056,11.7,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,0.0,0.09,0.77,0.6,2.99
Diogo Dalot,POR,DF,Manchester Utd,25.0,1999.0,32,31,2814,31.3,0.03,0.1,0.13,0.03,0.13,0.04,0.08,0.12,0.04,0.12,0.03,0.19,3.23,1.5,3.58
Mikkel Damsgaard,DEN,MF,Brentford,23.0,2000.0,20,5,660,7.3,0.0,0.27,0.27,0.0,0.27,0.13,0.2,0.32,0.13,0.32,0.0,0.27,3.84,1.37,7.12
Danilo,BRA,MF,Nott'ham Forest,23.0,2001.0,26,17,1533,17.0,0.12,0.06,0.18,0.12,0.18,0.09,0.07,0.16,0.09,0.16,0.0,0.24,1.47,1.06,4.18
Arnaut Danjuma,NED,MF,Everton,27.0,1997.0,14,5,595,6.6,0.15,0.0,0.15,0.15,0.15,0.4,0.17,0.57,0.4,0.57,0.0,0.0,6.67,3.64,1.36
Jayden Danns,ENG,FW,Liverpool,18.0,2006.0,2,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,10.0
Josh Dasilva,ENG,DF,Brentford,25.0,1998.0,3,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.72,0.0,0.0,16.67,6.67,6.67
David Datro Fofana,CIV,FW,Burnley,21.0,2002.0,13,10,869,9.7,0.41,0.1,0.52,0.41,0.52,0.47,0.19,0.66,0.47,0.66,0.0,0.1,3.81,2.16,1.44
Ben Davies,WAL,DF,Tottenham,31.0,1993.0,17,12,1090,12.1,0.08,0.0,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23,0.0,0.17,1.65,1.07,5.87
Tom Davies,ENG,MF,Sheffield Utd,25.0,1998.0,9,2,221,2.5,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,0.0,0.8,1.2,1.2,3.2
Craig Dawson,ENG,DF,Wolves,33.0,1990.0,25,25,2209,24.5,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,0.0,0.29,0.16,0.04,2.0
Kevin De Bruyne,BEL,MF,Manchester City,32.0,1991.0,14,11,911,10.1,0.4,0.79,1.19,0.4,1.19,0.17,0.83,1.0,0.17,1.0,0.0,0.2,9.9,3.56,8.81
Hannes Delcroix,BEL,DF,Burnley,25.0,1999.0,12,5,589,6.5,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09,0.0,0.31,0.92,0.31,2.77
Leander Dendoncker,BEL,MF,Aston Villa,29.0,1995.0,8,1,119,1.3,0.76,0.0,0.76,0.76,0.76,0.56,0.0,0.56,0.56,0.56,0.0,0.0,1.54,0.0,2.31
Moussa Diaby,FRA,FW,Aston Villa,24.0,1999.0,35,22,1926,21.4,0.28,0.33,0.61,0.28,0.61,0.28,0.26,0.55,0.28,0.55,0.0,0.05,7.9,3.88,3.04
Amad Diallo,CIV,FW,Manchester Utd,21.0,2002.0,5,0,155,1.7,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.3,0.16,0.3,0.0,0.0,10.59,2.94,2.94
Amadou Diallo,ENG,MF,Newcastle Utd,21.0,2003.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Rúben Dias,POR,DF,Manchester City,26.0,1997.0,27,25,2289,25.4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,0.0,0.0,0.59,1.34,6.54
Luis Díaz,COL,FW,Liverpool,27.0,1997.0,34,29,2410,26.8,0.3,0.19,0.49,0.3,0.49,0.42,0.19,0.61,0.42,0.61,0.0,0.11,10.45,4.59,4.07
Eric Dier,ENG,DF,Tottenham,30.0,1994.0,4,1,201,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36
Lucas Digne,FRA,DF,Aston Villa,30.0,1993.0,30,24,2141,23.8,0.04,0.13,0.17,0.04,0.17,0.04,0.16,0.2,0.04,0.2,0.0,0.25,7.9,1.64,2.98
Issa Diop,FRA,DF,Fulham,27.0,1997.0,16,14,1245,13.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.14,0.07,0.8,4.71
Axel Disasi,FRA,DF,Chelsea,26.0,1998.0,30,29,2571,28.6,0.07,0.0,0.07,0.07,0.07,0.09,0.01,0.09,0.09,0.09,0.0,0.21,0.73,1.05,3.92
Ben Doak,SCO,FW,Liverpool,18.0,2005.0,1,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Dobbin,ENG,MF,Everton,21.0,2003.0,11,1,210,2.3,0.43,0.0,0.43,0.43,0.43,0.12,0.16,0.28,0.12,0.28,0.0,0.43,6.96,2.61,1.3
Matt Doherty,IRL,DF,Wolves,32.0,1992.0,28,8,1043,11.6,0.09,0.0,0.09,0.09,0.09,0.06,0.12,0.18,0.06,0.18,0.0,0.17,5.34,1.03,2.33
Jeremy Doku,BEL,FW,Manchester City,21.0,2002.0,25,17,1456,16.2,0.19,0.43,0.62,0.19,0.62,0.14,0.25,0.39,0.14,0.39,0.0,0.19,16.85,11.91,3.46
Nicolás Domínguez,ARG,MF,Nott'ham Forest,25.0,1998.0,24,19,1489,16.5,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14,0.0,0.18,2.48,0.79,5.45
Jamie Donley,ENG,FW,Tottenham,19.0,2005.0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Abdoulaye Doucouré,MLI,FW,Everton,31.0,1993.0,29,29,2419,26.9,0.22,0.04,0.26,0.22,0.26,0.26,0.1,0.37,0.26,0.37,0.0,0.22,4.83,1.97,3.38
Cheick Doucouré,MLI,MF,Crystal Palace,24.0,2000.0,11,11,919,10.2,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,0.0,0.2,0.49,0.88,4.8
Alfie Doughty,ENG,DF,Luton Town,24.0,1999.0,34,31,2659,29.5,0.03,0.24,0.27,0.03,0.27,0.04,0.19,0.23,0.04,0.23,0.0,0.14,5.05,3.02,3.22
Tommy Doyle,ENG,MF,Wolves,22.0,2001.0,24,11,1203,13.4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,0.0,0.15,1.27,1.49,5.82
Radu Drăgușin,ROU,DF,Tottenham,22.0,2002.0,6,2,233,2.6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.38,0.38,1.15,1.92
Martin Dúbravka,SVK,GK,Newcastle Utd,35.0,1989.0,20,19,1715,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.05,0.0,0.0,0.0
Paul Dummett,WAL,DF,Newcastle Utd,32.0,1991.0,4,0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,5.0,5.0
Lewis Dunk,ENG,DF,Brighton,32.0,1991.0,30,30,2644,29.4,0.1,0.03,0.14,0.1,0.14,0.1,0.03,0.13,0.1,0.13,0.03,0.2,0.44,1.12,5.14
Jhon Durán,COL,FW,Aston Villa,20.0,2003.0,20,2,355,3.9,0.76,0.0,0.76,0.76,0.76,0.4,0.04,0.44,0.4,0.44,0.0,1.28,5.13,2.31,2.05
George Earthy,ENG,FW,West Ham,19.0,2004.0,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Ederson,BRA,GK,Manchester City,30.0,1993.0,30,30,2537,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.14
Odsonne Édouard,FRA,FW,Crystal Palace,26.0,1998.0,27,17,1496,16.6,0.42,0.0,0.42,0.42,0.42,0.37,0.07,0.44,0.37,0.44,0.0,0.18,5.54,1.93,2.11
John Egan,IRL,DF,Sheffield Utd,31.0,1992.0,6,6,482,5.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.37,0.19,0.0,0.93
Hjalmar Ekdal,SWE,DF,Burnley,25.0,1998.0,7,5,391,4.3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.0,0.47,0.0,0.7,2.33
Anthony Elanga,SWE,FW,Nott'ham Forest,22.0,2002.0,33,23,2261,25.1,0.2,0.32,0.52,0.2,0.52,0.26,0.24,0.5,0.26,0.5,0.0,0.04,7.29,3.59,1.87
Harvey Elliott,ENG,MF,Liverpool,21.0,2003.0,31,8,1116,12.4,0.16,0.24,0.4,0.16,0.4,0.17,0.21,0.38,0.17,0.38,0.0,0.08,8.39,2.9,7.9
Mohamed Elneny,EGY,MF,Arsenal,31.0,1992.0,3,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.0,0.0,0.0,3.33,3.33
Emerson,BRA,DF,Tottenham,25.0,1999.0,19,9,1001,11.1,0.09,0.0,0.09,0.09,0.09,0.01,0.04,0.05,0.01,0.05,0.0,0.27,2.88,1.8,4.14
Julio Enciso,PAR,MF,Brighton,20.0,2004.0,8,3,261,2.9,0.0,0.69,0.69,0.0,0.69,0.29,0.35,0.64,0.29,0.64,0.0,0.34,6.21,4.48,2.76
Wataru Endo,JPN,MF,Liverpool,31.0,1993.0,26,17,1493,16.6,0.06,0.0,0.06,0.06,0.06,0.03,0.1,0.13,0.03,0.13,0.0,0.54,1.08,0.54,5.0
Christian Eriksen,DEN,MF,Manchester Utd,32.0,1992.0,18,11,1030,11.4,0.09,0.09,0.17,0.09,0.17,0.08,0.17,0.25,0.08,0.25,0.0,0.09,1.84,1.67,5.35
Maxime Estève,FRA,DF,Burnley,21.0,2002.0,13,12,1085,12.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.33,0.25,0.99,2.64
Pervis Estupiñán,ECU,DF,Brighton,26.0,1998.0,19,15,1243,13.8,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32,0.0,0.29,6.38,3.41,6.01
Jonny Evans,NIR,DF,Manchester Utd,36.0,1988.0,19,12,1106,12.3,0.0,0.08,0.08,0.0,0.08,0.0,0.09,0.1,0.0,0.1,0.0,0.16,0.08,0.41,2.6
Eberechi Eze,ENG,MF,Crystal Palace,25.0,1998.0,24,21,1797,20.0,0.4,0.15,0.55,0.35,0.5,0.39,0.21,0.61,0.35,0.57,0.0,0.15,5.95,3.1,4.3
Łukasz Fabiański,POL,GK,West Ham,39.0,1985.0,10,7,721,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
Romain Faivre,FRA,FW,Bournemouth,25.0,1998.0,4,0,39,0.4,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.0,2.5,10.0,7.5,10.0
Ansu Fati,ESP,MF,Brighton,21.0,2002.0,17,3,505,5.6,0.36,0.0,0.36,0.36,0.36,0.6,0.14,0.75,0.6,0.75,0.0,0.36,8.39,2.86,5.0
Felipe,BRA,DF,Nott'ham Forest,34.0,1989.0,7,4,375,4.2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.0,0.95,0.0,0.24,1.43
Evan Ferguson,IRL,FW,Brighton,19.0,2004.0,27,15,1367,15.2,0.4,0.0,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34,0.0,0.07,4.08,0.86,0.99
Bruno Fernandes,POR,MF,Manchester Utd,29.0,1994.0,33,33,2970,33.0,0.3,0.21,0.52,0.18,0.39,0.3,0.34,0.64,0.18,0.52,0.0,0.24,5.3,2.39,8.52
Enzo Fernández,ARG,MF,Chelsea,23.0,2001.0,28,26,2209,24.5,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,0.0,0.29,2.2,2.12,8.57
John Fleck,SCO,MF,Sheffield Utd,32.0,1991.0,4,1,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,0.0,1.0,0.0,2.0,3.0
Mark Flekken,NED,GK,Brentford,30.0,1993.0,34,34,3015,33.5,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.09,0.0,0.0,0.12
Phil Foden,ENG,FW,Manchester City,23.0,2000.0,31,29,2518,28.0,0.57,0.25,0.82,0.57,0.82,0.33,0.27,0.6,0.33,0.6,0.0,0.04,8.79,3.18,5.39
Wes Foderingham,ENG,GK,Sheffield Utd,33.0,1991.0,27,26,2379,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
Pablo Fornals,ESP,MF,West Ham,28.0,1996.0,15,4,426,4.7,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,0.0,0.0,5.74,0.85,6.17
Omari Forson,ENG,FW,Manchester Utd,19.0,2004.0,3,1,66,0.7,0.0,1.36,1.36,0.0,1.36,0.04,0.24,0.28,0.04,0.28,0.0,0.0,2.86,1.43,2.86
Lyle Foster,RSA,FW,Burnley,23.0,2000.0,21,19,1639,18.2,0.27,0.16,0.44,0.27,0.44,0.21,0.09,0.31,0.21,0.31,0.05,0.0,5.05,2.69,1.65
Matheus França,BRA,MF,Crystal Palace,20.0,2004.0,10,1,232,2.6,0.0,0.39,0.39,0.0,0.39,0.14,0.34,0.48,0.14,0.48,0.0,0.38,4.62,4.62,3.08
Nathan Fraser,IRL,FW,Wolves,19.0,2005.0,7,1,186,2.1,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.19,0.16,0.19,0.0,0.48,10.0,0.48,0.95
Cody Gakpo,NED,FW,Liverpool,24.0,1999.0,32,14,1405,15.6,0.38,0.26,0.64,0.38,0.64,0.44,0.13,0.57,0.44,0.57,0.0,0.06,6.92,2.44,4.55
Conor Gallagher,ENG,MF,Chelsea,24.0,2000.0,32,32,2691,29.9,0.13,0.2,0.33,0.13,0.33,0.1,0.16,0.26,0.1,0.26,0.03,0.27,3.78,1.87,5.08
Idrissa Gana Gueye,SEN,MF,Everton,34.0,1989.0,22,21,1625,18.1,0.17,0.0,0.17,0.17,0.17,0.07,0.04,0.11,0.07,0.11,0.0,0.39,1.93,1.38,3.81
Alejandro Garnacho,ARG,FW,Manchester Utd,19.0,2004.0,32,26,2213,24.6,0.28,0.16,0.45,0.28,0.45,0.31,0.2,0.51,0.31,0.51,0.0,0.16,9.84,6.1,2.36
James Garner,ENG,MF,Everton,23.0,2001.0,34,31,2770,30.8,0.03,0.06,0.1,0.03,0.1,0.08,0.14,0.22,0.08,0.22,0.0,0.19,2.14,1.04,3.02
Saman Ghoddos,IRN,DF,Brentford,30.0,1993.0,18,7,711,7.9,0.13,0.0,0.13,0.13,0.13,0.04,0.14,0.18,0.04,0.18,0.0,0.63,3.92,2.66,4.18
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,24.0,2000.0,34,32,2886,32.1,0.16,0.22,0.37,0.12,0.34,0.2,0.23,0.42,0.17,0.4,0.0,0.28,5.11,2.18,4.74
Bryan Gil,ESP,FW,Tottenham,23.0,2001.0,10,2,196,2.2,0.0,0.0,0.0,0.0,0.0,0.33,0.06,0.39,0.33,0.39,0.0,0.0,19.09,4.09,5.0
Alfie Gilchrist,ENG,DF,Chelsea,20.0,2003.0,9,1,121,1.3,0.74,0.0,0.74,0.74,0.74,0.15,0.0,0.15,0.15,0.15,0.0,0.77,3.08,0.77,3.08
Billy Gilmour,SCO,MF,Brighton,22.0,2001.0,26,21,1868,20.8,0.0,0.05,0.05,0.0,0.05,0.04,0.1,0.14,0.04,0.14,0.05,0.29,1.59,1.68,8.56
Ben Godfrey,ENG,DF,Everton,26.0,1998.0,14,12,1030,11.4,0.0,0.0,0.0,0.0,0.0,0.15,0.02,0.17,0.15,0.17,0.0,0.18,2.28,0.96,3.42
André Gomes,POR,MF,Everton,30.0,1993.0,10,3,450,5.0,0.2,0.0,0.2,0.2,0.2,0.06,0.08,0.14,0.06,0.14,0.0,0.6,5.4,1.4,7.0
João Gomes,BRA,MF,Wolves,23.0,2001.0,31,29,2379,26.4,0.08,0.04,0.11,0.08,0.11,0.06,0.04,0.1,0.06,0.1,0.0,0.38,1.33,0.95,3.41
Toti Gomes,POR,DF,Wolves,25.0,1999.0,32,28,2503,27.8,0.04,0.11,0.14,0.04,0.14,0.06,0.04,0.1,0.06,0.1,0.0,0.22,0.32,0.61,2.63
Joe Gomez,ENG,DF,Liverpool,26.0,1997.0,30,16,1669,18.5,0.0,0.05,0.05,0.0,0.05,0.04,0.07,0.11,0.04,0.11,0.0,0.27,5.35,2.22,5.24
Sergio Gómez,ESP,FW,Manchester City,23.0,2000.0,6,0,53,0.6,0.0,1.7,1.7,0.0,1.7,0.41,0.31,0.73,0.41,0.73,0.0,0.0,6.67,6.67,3.33
Anthony Gordon,ENG,FW,Newcastle Utd,23.0,2001.0,32,31,2626,29.2,0.34,0.31,0.65,0.31,0.62,0.31,0.23,0.55,0.29,0.52,0.03,0.38,7.16,4.14,3.01
Kaide Gordon,ENG,FW,Liverpool,19.0,2004.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Daniel Gore,ENG,MF,Manchester Utd,19.0,2004.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Ryan Gravenberch,NED,MF,Liverpool,21.0,2002.0,23,12,1068,11.9,0.08,0.0,0.08,0.08,0.08,0.16,0.07,0.23,0.16,0.23,0.0,0.0,5.88,3.19,6.22
Ivo Grbić,CRO,GK,Sheffield Utd,28.0,1996.0,9,9,771,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
Jack Grealish,ENG,FW,Manchester City,28.0,1995.0,19,10,998,11.1,0.27,0.09,0.36,0.27,0.36,0.19,0.23,0.41,0.19,0.41,0.0,0.54,13.15,7.84,4.5
Pascal Groß,GER,MF,Brighton,32.0,1991.0,32,30,2754,30.6,0.13,0.33,0.46,0.1,0.42,0.18,0.24,0.42,0.15,0.4,0.0,0.16,5.42,2.42,8.99
Marc Guéhi,ENG,DF,Crystal Palace,23.0,2000.0,22,22,1912,21.2,0.0,0.05,0.05,0.0,0.05,0.03,0.02,0.05,0.03,0.05,0.0,0.09,0.28,0.61,2.74
Bruno Guimarães,BRA,MF,Newcastle Utd,26.0,1997.0,33,33,2903,32.3,0.16,0.19,0.34,0.16,0.34,0.11,0.17,0.28,0.11,0.28,0.0,0.28,1.92,1.76,7.74
Malo Gusto,FRA,DF,Chelsea,20.0,2003.0,23,18,1615,17.9,0.0,0.28,0.28,0.0,0.28,0.04,0.21,0.25,0.04,0.25,0.06,0.34,6.93,4.02,4.53
Joško Gvardiol,CRO,DF,Manchester City,22.0,2002.0,24,22,1968,21.9,0.09,0.05,0.14,0.09,0.14,0.08,0.06,0.14,0.08,0.14,0.0,0.14,4.02,2.56,5.43
Erling Haaland,NOR,FW,Manchester City,23.0,2000.0,27,25,2211,24.6,0.85,0.2,1.06,0.69,0.9,0.98,0.17,1.15,0.82,0.99,0.0,0.04,4.59,1.26,0.73
Antwoine Hackford,ENG,FW,Sheffield Utd,20.0,2004.0,2,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Hall,ENG,DF,Newcastle Utd,19.0,2004.0,14,4,422,4.7,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,0.0,0.21,4.26,1.91,5.74
Gustavo Hamer,NED,MF,Sheffield Utd,26.0,1997.0,33,31,2640,29.3,0.14,0.2,0.34,0.14,0.34,0.09,0.16,0.26,0.09,0.26,0.0,0.31,2.42,1.13,3.92
Luke Harris,WAL,MF,Fulham,19.0,2005.0,1,0,75,0.8,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,1.25
Jack Harrison,ENG,MF,Everton,27.0,1996.0,28,24,2124,23.6,0.13,0.13,0.25,0.13,0.25,0.15,0.14,0.29,0.15,0.29,0.0,0.04,5.51,2.67,2.5
Daiki Hashioka,JPN,DF,Luton Town,24.0,1999.0,9,5,505,5.6,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,0.0,0.0,2.86,0.54,3.39
Kai Havertz,GER,MF,Arsenal,24.0,1999.0,34,27,2364,26.3,0.46,0.23,0.69,0.42,0.65,0.41,0.12,0.54,0.38,0.51,0.0,0.34,6.31,1.83,3.65
Jan Paul van Hecke,NED,DF,Brighton,23.0,2000.0,28,26,2369,26.3,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,0.0,0.15,0.27,0.95,5.59
